KCH,semester,xkrs,jgl,pjf,yxl
2301190001,2019-2020学年第一学期,27.0,100.0,71.3,18.52
0510360001,2020-2021学年第一学期,16.0,100.0,82.75,12.5
0510360001,2019-2020学年第一学期,20.0,100.0,79.8,0.0
0111500001,2020-2021学年第二学期,17.0,100.0,80.76,17.65
0111500001,2018-2019学年第一学期,8.0,100.0,84.25,12.5
9901860002,2020-2021学年第一学期,151.0,100.0,82.08,13.07
9901860002,2019-2020学年第二学期,97.0,100.0,86.71,43.3
9001000015,2019-2020学年第一学期,3.0,100.0,93.33,66.67
0904840001,2020-2021学年第二学期,23.0,100.0,84.65,17.39
0904840001,2018-2019学年第二学期,175.0,100.0,77.79,3.95
0904840001,2018-2019学年第一学期,62.0,100.0,77.16,9.68
0710990001,2020-2021学年第二学期,24.0,100.0,78.67,4.17
0710990001,2019-2020学年第二学期,15.0,100.0,80.4,0.0
0711000001,2020-2021学年第二学期,18.0,100.0,80.78,0.0
0711000001,2019-2020学年第二学期,14.0,100.0,83.57,0.0
1401980013,2020-2021学年第二学期,39.0,100.0,81.41,0.0
1401980013,2019-2020学年第二学期,81.0,100.0,82.32,0.0
0903670001R,2020-2021学年第一学期,33.0,100.0,77.24,0.0
0903670001R,2019-2020学年第一学期,31.0,100.0,82.45,0.0
2301030001,2020-2021学年第一学期,20.0,100.0,79.81,14.29
0710640001,2020-2021学年第一学期,15.0,100.0,80.47,0.0
2301050001,2020-2021学年第一学期,20.0,100.0,66.65,15.0
2301050001,2019-2020学年第一学期,27.0,100.0,68.74,0.0
0710420001,2020-2021学年第一学期,18.0,100.0,81.56,0.0
1501990007,2020-2021学年第一学期,40.0,100.0,83.08,7.5
1905480001,2020-2021学年第一学期,53.0,100.0,78.96,5.66
1905480001,2019-2020学年第一学期,51.0,100.0,74.76,0.0
1905480001,2018-2019学年第一学期,50.0,100.0,74.22,0.0
0101920026,2020-2021学年第二学期,20.0,100.0,80.65,0.0
0301990013,2020-2021学年第二学期,59.0,100.0,84.97,13.56
1804470001,2017-2018学年第二学期,27.0,100.0,70.15,3.7
0111420001,2018-2019学年第二学期,32.0,100.0,79.19,9.38
0111420001,2017-2018学年第二学期,32.0,100.0,78.97,3.13
2801000003,2020-2021学年第二学期,625.0,100.0,83.68,6.24
2001990002,2020-2021学年第一学期,58.0,100.0,83.88,3.45
1501990009,2020-2021学年第二学期,111.0,100.0,77.37,4.5
1501990009,2020-2021学年第一学期,30.0,100.0,88.67,10.0
0501990044,2020-2021学年第二学期,55.0,100.0,77.02,5.26
0701990017,2020-2021学年第一学期,6.0,100.0,82.33,0.0
3001120001R,2020-2021学年第二学期,6.0,100.0,87.5,16.67
1901990015,2020-2021学年第一学期,44.0,100.0,72.19,4.26
2500230001,2020-2021学年第一学期,45.0,100.0,82.58,8.89
2500230001,2019-2020学年第二学期,27.0,100.0,80.96,7.41
9000130001,2018-2019学年第一学期,6.0,100.0,89.0,33.33
0710290001,2020-2021学年第二学期,19.0,100.0,75.21,0.0
0710290001,2019-2020学年第二学期,22.0,100.0,84.73,4.55
0710290001,2018-2019学年第二学期,18.0,100.0,65.74,0.0
0101920010,2020-2021学年第二学期,83.0,100.0,81.37,0.0
0101920010,2019-2020学年第二学期,64.0,100.0,84.88,4.69
0900820001R,2020-2021学年第一学期,25.0,100.0,81.4,8.0
0208890001,2020-2021学年第一学期,68.0,100.0,71.06,1.43
2401260001,2019-2020学年第二学期,130.0,100.0,83.02,9.23
2401260001,2018-2019学年第二学期,107.0,100.0,78.61,10.71
0208700001,2020-2021学年第二学期,56.0,100.0,85.11,10.71
2300860001,2019-2020学年第二学期,27.0,100.0,53.27,6.67
2300860001,2018-2019学年第二学期,16.0,100.0,53.9,10.0
9901860001,2019-2020学年第一学期,30.0,100.0,63.17,3.33
0301990006,2020-2021学年第二学期,50.0,100.0,83.02,0.0
0301990006,2020-2021学年第一学期,59.0,100.0,83.25,10.17
1101980013,2020-2021学年第一学期,36.0,100.0,85.97,2.78
5201890011,2021-2022学年第一学期,2.0,100.0,95.5,50.0
0710510001,2020-2021学年第一学期,15.0,100.0,79.87,0.0
0412450001,2019-2020学年第一学期,22.0,100.0,86.68,0.0
2801000017,2020-2021学年第二学期,14.0,100.0,85.07,7.14
1229840001,2020-2021学年第一学期,50.0,100.0,81.16,0.0
0208490001,2020-2021学年第一学期,25.0,100.0,66.92,20.0
0208490001,2019-2020学年第一学期,12.0,100.0,49.5,0.0
0601900001,2020-2021学年第二学期,57.0,100.0,79.45,1.72
0601900001,2019-2020学年第二学期,70.0,100.0,82.68,1.41
0601900001,2018-2019学年第二学期,51.0,100.0,71.02,0.0
9001000012,2019-2020学年第一学期,3.0,100.0,99.33,100.0
0904910001,2020-2021学年第二学期,53.0,100.0,84.06,15.09
0904910001,2019-2020学年第二学期,60.0,100.0,84.6,13.33
0904910001,2018-2019学年第二学期,37.0,100.0,86.24,16.22
2201990008,2020-2021学年第二学期,260.0,100.0,75.76,5.26
2201990008,2019-2020学年第二学期,246.0,100.0,81.21,4.88
1504620001,2020-2021学年第一学期,28.0,100.0,85.93,7.14
0411840001,2020-2021学年第一学期,31.0,100.0,80.74,9.68
2205620001,2018-2019学年第二学期,60.0,100.0,84.97,3.33
05110001,2020-2021学年第二学期,38.0,100.0,85.47,2.63
05110001,2019-2020学年第二学期,45.0,100.0,83.82,8.89
0111700001,2019-2020学年第二学期,21.0,100.0,83.57,0.0
1229620001,2020-2021学年第一学期,50.0,100.0,79.78,4.0
1229620001,2019-2020学年第二学期,49.0,100.0,81.61,6.12
1229620001,2018-2019学年第二学期,53.0,100.0,79.74,0.0
0701990134,2021-2022学年第一学期,59.0,100.0,93.38,46.15
0111580001,2020-2021学年第二学期,54.0,100.0,76.07,16.67
0111580001,2020-2021学年第一学期,41.0,100.0,82.88,12.2
0111580001,2019-2020学年第二学期,96.0,100.0,75.25,9.38
0111580001,2019-2020学年第一学期,114.0,100.0,77.32,7.89
0111580001,2018-2019学年第二学期,14.0,100.0,63.64,14.29
0111580001,2018-2019学年第一学期,79.0,100.0,75.19,0.0
1704460001,2020-2021学年第二学期,34.0,100.0,84.56,14.71
1704460001,2019-2020学年第二学期,33.0,100.0,87.18,9.09
1704460001,2018-2019学年第二学期,39.0,100.0,76.82,0.0
3000860001R,2020-2021学年第一学期,3.0,100.0,90.67,33.33
0100020001,2011-2012学年第二学期,50.0,100.0,79.02,10.0
0100020001,2010-2011学年第二学期,43.0,100.0,73.0,18.6
0100020001,2009-2010学年第二学期,81.0,100.0,75.38,11.11
0100020001,2008-2009学年第一学期,81.0,100.0,73.43,4.94
0100020001,2005-2006学年第一学期,80.0,100.0,,0.0
0100020001,2004-2005学年第二学期,107.0,100.0,,0.0
0100020001,2004-2005学年第一学期,168.0,100.0,,0.0
0100040001,2020-2021学年第一学期,49.0,100.0,80.55,0.0
0100040001,2017-2018学年第二学期,38.0,100.0,75.37,0.0
0100040001,2016-2017学年第一学期,53.0,100.0,79.19,0.0
0100040001,2015-2016学年第一学期,42.0,100.0,80.81,2.38
0100040001,2012-2013学年第二学期,44.0,100.0,78.23,0.0
0100040001,2011-2012学年第一学期,101.0,100.0,82.77,2.97
0100040001,2004-2005学年第二学期,87.0,100.0,,0.0
0100040001,2003-2004学年第一学期,129.0,100.0,,0.0
0100100001,2020-2021学年第二学期,20.0,100.0,82.65,0.0
0100100001,2019-2020学年第一学期,22.0,100.0,80.95,0.0
0100100001,2018-2019学年第一学期,20.0,100.0,77.6,0.0
0100100001,2017-2018学年第一学期,16.0,100.0,82.75,12.5
0100100001,2015-2016学年第二学期,26.0,100.0,80.31,3.85
0100100001,2014-2015学年第二学期,22.0,100.0,76.23,0.0
0100100001,2013-2014学年第二学期,25.0,100.0,80.6,0.0
0100100001,2012-2013学年第二学期,25.0,100.0,87.24,20.0
0100100002,2010-2011学年第一学期,92.0,100.0,77.62,5.43
0100100002,2009-2010学年第一学期,65.0,100.0,65.46,12.31
0100100002,2008-2009学年第二学期,80.0,100.0,74.85,6.25
0100100002,2007-2008学年第二学期,81.0,100.0,66.98,2.47
0100100002,2007-2008学年第一学期,86.0,100.0,76.23,3.49
0100100002,2004-2005学年第二学期,119.0,100.0,,0.0
0100100003,2011-2012学年第二学期,61.0,100.0,86.79,31.15
0100100003,2010-2011学年第二学期,100.0,100.0,78.05,3.0
0100100003,2009-2010学年第二学期,96.0,100.0,81.26,1.04
0100100003,2007-2008学年第二学期,185.0,100.0,64.38,0.54
0100100003,2007-2008学年第一学期,226.0,100.0,81.36,3.98
0100110001,2009-2010学年第二学期,54.0,100.0,68.31,7.41
0100110001,2008-2009学年第二学期,80.0,100.0,68.28,10.0
0100110001,2007-2008学年第二学期,91.0,100.0,64.35,1.1
0100110001,2007-2008学年第一学期,88.0,100.0,77.83,18.18
0100110001,2004-2005学年第二学期,119.0,100.0,,0.0
0100120001,2011-2012学年第一学期,102.0,100.0,80.96,7.84
0100120001,2010-2011学年第二学期,100.0,100.0,68.18,0.0
0100140001,2019-2020学年第一学期,44.0,100.0,84.09,6.82
0100140001,2011-2012学年第一学期,54.0,100.0,71.54,0.0
0100140001,2010-2011学年第一学期,125.0,100.0,74.94,4.8
0100140002,2019-2020学年第二学期,15.0,100.0,85.33,20.0
0100140002,2019-2020学年第一学期,22.0,100.0,85.45,18.18
0100140002,2018-2019学年第二学期,15.0,100.0,84.13,20.0
0100140002,2016-2017学年第二学期,26.0,100.0,77.88,7.69
0100140002,2015-2016学年第二学期,21.0,100.0,72.05,9.52
0100140002,2014-2015学年第二学期,25.0,100.0,76.08,8.0
0100140002,2012-2013学年第二学期,25.0,100.0,88.2,20.0
0100160001,2010-2011学年第二学期,100.0,100.0,72.1,0.0
0100160001,2008-2009学年第二学期,80.0,100.0,63.39,0.0
0100160001,2007-2008学年第二学期,92.0,100.0,67.13,0.0
0100170001,2017-2018学年第一学期,40.0,100.0,74.35,0.0
0100170001,2016-2017学年第二学期,87.0,100.0,79.53,1.15
0100170001,2015-2016学年第二学期,118.0,100.0,81.69,0.0
0100170001,2014-2015学年第二学期,204.0,100.0,77.65,0.0
0100170001,2013-2014学年第二学期,208.0,100.0,76.52,0.0
0100170001,2012-2013学年第二学期,173.0,100.0,77.01,1.16
0100170001,2011-2012学年第二学期,159.0,100.0,67.87,0.0
0100170001,2010-2011学年第二学期,161.0,100.0,77.38,0.0
0100170002,2011-2012学年第一学期,100.0,100.0,72.12,0.0
0100170002,2010-2011学年第一学期,73.0,100.0,71.0,0.0
0100170002,2009-2010学年第二学期,87.0,100.0,66.29,0.0
0100170002,2009-2010学年第一学期,79.0,100.0,67.49,0.0
0100170002,2008-2009学年第二学期,80.0,100.0,66.85,0.0
0100170002,2008-2009学年第一学期,80.0,100.0,70.93,1.25
0100170002,2007-2008学年第二学期,90.0,100.0,65.93,0.0
0100170002,2006-2007学年第二学期,80.0,100.0,74.48,1.25
0100170002,2006-2007学年第一学期,80.0,100.0,67.75,0.0
0100170002,2005-2006学年第二学期,101.0,100.0,,0.0
0100170003,2019-2020学年第二学期,10.0,100.0,86.9,10.0
0100170003,2018-2019学年第二学期,23.0,100.0,80.0,8.7
0100170003,2018-2019学年第一学期,8.0,100.0,76.5,0.0
0100170003,2015-2016学年第一学期,41.0,100.0,68.15,0.0
0100170003,2014-2015学年第一学期,60.0,100.0,68.65,0.0
0100170003,2013-2014学年第二学期,59.0,100.0,79.41,0.0
0100170003,2013-2014学年第一学期,54.0,100.0,69.28,0.0
0100180001,2009-2010学年第一学期,50.0,100.0,78.4,2.0
0100180001,2007-2008学年第二学期,78.0,100.0,74.09,0.0
0100190002,2010-2011学年第一学期,72.0,100.0,67.86,0.0
0100190002,2009-2010学年第一学期,60.0,100.0,81.08,5.0
0100190002,2002-2003学年第一学期,82.0,100.0,,0.0
0100190002,2001-2002学年第一学期,106.0,100.0,,0.0
0100190003,2020-2021学年第一学期,43.0,100.0,81.16,2.33
0100190003,2019-2020学年第二学期,54.0,100.0,82.07,0.0
0100190003,2014-2015学年第二学期,30.0,100.0,75.27,0.0
0100190003,2012-2013学年第一学期,40.0,100.0,73.93,2.5
0100190003,2010-2011学年第二学期,111.0,100.0,72.62,0.9
0100240001,2008-2009学年第二学期,60.0,100.0,80.82,0.0
0100240001,2006-2007学年第二学期,80.0,100.0,75.83,0.0
0100240001,2005-2006学年第二学期,142.0,100.0,,0.0
0100240001,2005-2006学年第一学期,74.0,100.0,,0.0
0100240001,2004-2005学年第二学期,97.0,100.0,,0.0
0100300001,2020-2021学年第一学期,34.0,100.0,76.09,5.88
0100300001,2019-2020学年第一学期,26.0,100.0,72.81,3.85
0100300001,2017-2018学年第一学期,26.0,100.0,83.62,3.85
0100300001,2016-2017学年第一学期,12.0,100.0,61.5,8.33
0100300001,2015-2016学年第一学期,57.0,100.0,74.3,1.75
0100300001,2013-2014学年第一学期,33.0,100.0,81.76,6.06
0100300001,2011-2012学年第一学期,50.0,100.0,77.68,0.0
0100300001,2010-2011学年第二学期,34.0,100.0,82.88,0.0
0100300001,2010-2011学年第一学期,80.0,100.0,80.41,0.0
0100300001,2009-2010学年第二学期,39.0,100.0,80.31,0.0
0100340001,2016-2017学年第二学期,263.0,100.0,0.0,0.0
0100340001,2015-2016学年第二学期,250.0,100.0,0.0,0.0
0100340001,2014-2015学年第二学期,232.0,100.0,0.0,0.0
0100340001,2013-2014学年第二学期,227.0,100.0,0.0,0.0
0100340001,2012-2013学年第二学期,263.0,100.0,0.0,0.0
0100340001,2011-2012学年第二学期,232.0,100.0,0.0,0.0
0100340001,2010-2011学年第二学期,210.0,100.0,0.0,0.0
0100340001,2009-2010学年第二学期,254.0,100.0,0.0,0.0
0100340001,2008-2009学年第二学期,335.0,100.0,0.0,0.0
0100340001,2007-2008学年第二学期,270.0,100.0,0.0,0.0
0100370001,2019-2020学年第一学期,73.0,100.0,73.96,8.22
0100370001,2018-2019学年第一学期,60.0,100.0,79.15,8.33
0100370001,2017-2018学年第一学期,60.0,100.0,79.47,5.0
0100370001,2016-2017学年第二学期,66.0,100.0,76.35,9.09
0100370001,2016-2017学年第一学期,62.0,100.0,78.82,0.0
0100370001,2015-2016学年第二学期,42.0,100.0,77.52,0.0
0100370001,2015-2016学年第一学期,72.0,100.0,76.31,0.0
0100370001,2014-2015学年第二学期,58.0,100.0,78.47,0.0
0100370001,2013-2014学年第一学期,67.0,100.0,74.91,0.0
0100370001,2012-2013学年第二学期,75.0,100.0,76.73,0.0
0100410001,2018-2019学年第一学期,36.0,100.0,79.14,13.89
0100410001,2016-2017学年第一学期,36.0,100.0,80.89,2.78
0100410001,2014-2015学年第一学期,30.0,100.0,84.0,16.67
0100410001,2013-2014学年第二学期,14.0,100.0,50.5,0.0
0100410001,2013-2014学年第一学期,41.0,100.0,80.63,0.0
0100410001,2012-2013学年第二学期,57.0,100.0,74.4,3.51
0100410001,2012-2013学年第一学期,42.0,100.0,80.05,0.0
0100410001,2011-2012学年第二学期,88.0,100.0,80.26,4.55
0100410001,2011-2012学年第一学期,118.0,100.0,80.67,7.63
0100410001,2010-2011学年第二学期,139.0,100.0,77.68,0.72
0100500001,2020-2021学年第二学期,39.0,100.0,80.85,0.0
0100500001,2020-2021学年第一学期,41.0,100.0,82.8,0.0
0100500001,2018-2019学年第一学期,40.0,100.0,81.83,0.0
0100500001,2016-2017学年第一学期,40.0,100.0,80.68,0.0
0100500001,2011-2012学年第二学期,41.0,100.0,83.71,0.0
0100520001,2020-2021学年第二学期,39.0,100.0,81.95,0.0
0100520001,2020-2021学年第一学期,40.0,100.0,86.9,20.0
0100520001,2019-2020学年第二学期,47.0,100.0,85.51,8.51
0100520001,2019-2020学年第一学期,31.0,100.0,81.77,0.0
0100520001,2018-2019学年第二学期,49.0,100.0,86.0,8.16
0100520001,2018-2019学年第一学期,39.0,100.0,87.1,7.69
0100520001,2012-2013学年第一学期,44.0,100.0,82.14,0.0
0100570001,2020-2021学年第二学期,26.0,100.0,85.19,0.0
0100570001,2011-2012学年第一学期,34.0,100.0,83.76,0.0
0100570001,2010-2011学年第二学期,49.0,100.0,84.73,0.0
0100570001,2010-2011学年第一学期,27.0,100.0,78.81,0.0
0100570001,2009-2010学年第二学期,40.0,100.0,82.5,0.0
0100570001,2009-2010学年第一学期,46.0,100.0,83.91,2.17
0100570001,2007-2008学年第二学期,31.0,100.0,82.87,0.0
0100570001,2007-2008学年第一学期,69.0,100.0,75.04,0.0
0100570001,2006-2007学年第二学期,93.0,100.0,72.62,0.0
0100570001,2006-2007学年第一学期,100.0,100.0,84.02,1.0
0100590001,2020-2021学年第二学期,63.0,100.0,80.52,3.17
0100590001,2020-2021学年第一学期,40.0,100.0,83.08,0.0
0100590001,2019-2020学年第二学期,55.0,100.0,82.31,9.09
0100590001,2017-2018学年第一学期,13.0,100.0,84.54,15.38
0100590001,2014-2015学年第一学期,17.0,100.0,62.59,5.88
0100590001,2012-2013学年第一学期,116.0,100.0,75.65,10.34
0100590001,2011-2012学年第一学期,49.0,100.0,80.63,6.12
0100590001,2004-2005学年第二学期,282.0,100.0,,0.0
0100590001,2003-2004学年第二学期,39.0,100.0,,0.0
0100610001,2020-2021学年第一学期,13.0,100.0,85.15,7.69
0100610001,2019-2020学年第二学期,15.0,100.0,86.33,6.67
0100610001,2019-2020学年第一学期,14.0,100.0,78.71,7.14
0100610001,2018-2019学年第一学期,13.0,100.0,73.85,15.38
0100610001,2008-2009学年第二学期,75.0,100.0,60.93,0.0
0100610001,2007-2008学年第二学期,80.0,100.0,55.83,0.0
0100640001,2012-2013学年第二学期,55.0,100.0,81.09,0.0
0100640001,2007-2008学年第一学期,60.0,100.0,68.38,10.0
0100680001,2011-2012学年第一学期,100.0,100.0,72.75,0.0
0100680001,2010-2011学年第二学期,100.0,100.0,71.07,0.0
0100680001,2010-2011学年第一学期,100.0,100.0,72.2,0.0
0100680001,2009-2010学年第二学期,98.0,100.0,67.4,0.0
0100680001,2009-2010学年第一学期,81.0,100.0,69.27,0.0
0100680001,2008-2009学年第二学期,80.0,100.0,60.63,0.0
0100680001,2008-2009学年第一学期,80.0,100.0,66.26,0.0
0100680001,2007-2008学年第一学期,88.0,100.0,64.23,0.0
0100680001,2006-2007学年第二学期,60.0,100.0,71.9,0.0
0100680001,2006-2007学年第一学期,81.0,100.0,70.17,0.0
0100700001,2011-2012学年第一学期,80.0,100.0,71.01,0.0
0100700001,2010-2011学年第二学期,97.0,100.0,69.98,0.0
0100700001,2010-2011学年第一学期,100.0,100.0,73.37,1.0
0100700001,2009-2010学年第二学期,71.0,100.0,67.63,0.0
0100700001,2009-2010学年第一学期,80.0,100.0,63.99,0.0
0100700001,2008-2009学年第二学期,79.0,100.0,67.09,1.27
0100700001,2008-2009学年第一学期,81.0,100.0,68.15,0.0
0100700001,2007-2008学年第二学期,91.0,100.0,63.71,0.0
0100700001,2007-2008学年第一学期,85.0,100.0,68.09,0.0
0100700001,2006-2007学年第二学期,58.0,100.0,66.21,0.0
0100710001,2006-2007学年第二学期,60.0,100.0,68.98,0.0
0100710001,2006-2007学年第一学期,81.0,100.0,66.27,0.0
0100710001,2005-2006学年第二学期,100.0,100.0,,0.0
0100710001,2005-2006学年第一学期,82.0,100.0,,0.0
0100710001,2004-2005学年第二学期,67.0,100.0,,0.0
0100730001,2017-2018学年第二学期,20.0,100.0,84.1,5.0
0100730001,2016-2017学年第二学期,41.0,100.0,78.46,2.44
0100730001,2015-2016学年第二学期,44.0,100.0,84.55,15.91
0100730001,2014-2015学年第一学期,64.0,100.0,66.28,0.0
0100730001,2013-2014学年第二学期,59.0,100.0,81.86,5.08
0100730001,2013-2014学年第一学期,60.0,100.0,63.85,0.0
0100730001,2012-2013学年第二学期,101.0,100.0,82.67,0.99
0100730001,2011-2012学年第二学期,354.0,100.0,78.08,10.73
0100730002,2009-2010学年第二学期,83.0,100.0,77.31,3.61
0100730002,2008-2009学年第二学期,81.0,100.0,76.4,0.0
0100730002,2005-2006学年第二学期,246.0,100.0,,0.0
0100730002,2005-2006学年第一学期,111.0,100.0,,0.0
0100730003,2009-2010学年第二学期,70.0,100.0,71.41,5.71
0100730003,2009-2010学年第一学期,61.0,100.0,81.57,1.64
0100730003,2008-2009学年第二学期,86.0,100.0,73.94,0.0
0100730003,2008-2009学年第一学期,62.0,100.0,70.89,0.0
0100730003,2007-2008学年第二学期,91.0,100.0,71.84,0.0
0100730003,2006-2007学年第二学期,61.0,100.0,74.51,0.0
0100730003,2003-2004学年第二学期,40.0,100.0,,0.0
0100760001,2020-2021学年第二学期,22.0,100.0,76.68,0.0
0100760001,2019-2020学年第二学期,46.0,100.0,78.83,0.0
0100760001,2017-2018学年第一学期,30.0,100.0,83.58,3.23
0100760001,2016-2017学年第一学期,45.0,100.0,78.13,2.22
0100760001,2015-2016学年第二学期,41.0,100.0,81.44,0.0
0100760001,2013-2014学年第一学期,37.0,100.0,83.24,0.0
0100760001,2012-2013学年第一学期,64.0,100.0,83.66,12.5
0100760001,2011-2012学年第一学期,101.0,100.0,80.54,0.0
