KCH,avg_pjf,avg_yxl,avg_aplus,max_aplus,max_yxl,min_yxl,avg_xkrs,avg_jgl,min_jgl
0801410001,81.38,1.77,2.0,4,3.54,0.0,128.5,100.0,100.0
0801500001,76.81666666666666,0.0,0.0,0,0.0,0.0,127.66666666666667,100.0,100.0
0801550001,83.62,9.52,4.0,4,9.52,9.52,42.0,100.0,100.0
0801550002,79.84,0.0,0.0,0,0.0,0.0,51.0,100.0,100.0
0801610001,80.955,0.0,0.0,0,0.0,0.0,36.5,100.0,100.0
0801650001,81.27333333333333,0.7866666666666666,1.0,3,2.36,0.0,104.33333333333333,100.0,100.0
0801860002,75.59333333333333,0.37999999999999995,0.3333333333333333,1,1.14,0.0,102.0,100.0,100.0
0801870001,82.47666666666667,0.0,0.0,0,0.0,0.0,54.333333333333336,100.0,100.0
0801910001,77.11,0.0,0.0,0,0.0,0.0,57.0,100.0,100.0
0801960001,79.09,5.555,2.5,4,7.41,3.7,40.5,100.0,100.0
0801970001,81.285,0.0,0.0,0,0.0,0.0,33.0,100.0,100.0
0801990001,79.94666666666667,8.903333333333334,5.0,6,9.68,7.41,56.0,100.0,100.0
0802050001,80.17666666666666,0.23666666666666666,0.3333333333333333,1,0.71,0.0,100.0,100.0,100.0
0802160001,83.78,3.9333333333333336,4.333333333333333,10,9.26,0.0,75.66666666666667,100.0,100.0
0802210002,72.96000000000001,3.8400000000000003,2.5,3,4.23,3.45,64.5,100.0,100.0
0802270001,69.65,0.0,0.0,0,0.0,0.0,20.0,100.0,100.0
0802360001,84.17,2.0,3.0,3,2.0,2.0,150.0,100.0,100.0
0802370002,80.27,0.0,0.0,0,0.0,0.0,48.0,100.0,100.0
0802380002,83.55,0.0,0.0,0,0.0,0.0,89.0,100.0,100.0
0802480001,76.89,0.6933333333333334,0.3333333333333333,1,2.08,0.0,40.333333333333336,100.0,100.0
0802530001,83.495,1.45,1.0,2,2.9,0.0,69.5,100.0,100.0
0802560001,81.11,4.05,3.0,3,4.05,4.05,74.0,100.0,100.0
0802800001,79.73,0.0,0.0,0,0.0,0.0,44.0,100.0,100.0
0803020001,80.72666666666667,2.776666666666667,1.0,3,8.33,0.0,49.333333333333336,100.0,100.0
0803160001,80.09,3.0,1.5,3,6.0,0.0,52.0,100.0,100.0
0803170001,80.15,0.0,0.0,0,0.0,0.0,41.0,100.0,100.0
0803670001,77.99333333333333,2.72,1.3333333333333333,4,8.16,0.0,54.666666666666664,100.0,100.0
0803680001,78.19,7.9,3.5,4,8.11,7.69,44.5,100.0,100.0
0803730001,79.35000000000001,0.7766666666666667,0.3333333333333333,1,2.33,0.0,38.333333333333336,100.0,100.0
0803750001,75.59333333333333,2.686666666666666,4.0,8,4.06,0.0,112.33333333333333,100.0,100.0
0803770001,82.0,0.0,0.0,0,0.0,0.0,1.0,100.0,100.0
0803780001,79.97666666666667,5.5566666666666675,3.3333333333333335,5,8.16,1.75,60.0,100.0,100.0
0803800001,84.37,1.5166666666666666,0.6666666666666666,2,4.55,0.0,48.666666666666664,100.0,100.0
0803870001,80.99000000000001,4.3533333333333335,2.0,4,8.89,1.67,48.333333333333336,100.0,100.0
0803920001,76.765,2.565,2.0,3,3.9,1.23,77.5,100.0,100.0
0803980001,80.515,2.865,1.5,2,3.03,2.7,51.5,100.0,100.0
0804010001,78.495,1.925,1.0,2,3.85,0.0,42.0,100.0,100.0
0804020001,77.47,0.0,0.0,0,0.0,0.0,17.0,100.0,100.0
0804050001,82.86,6.25,4.0,4,6.25,6.25,64.0,100.0,100.0
0804060002,79.5175,1.5825,1.25,2,2.67,0.64,91.25,100.0,100.0
0804090001,81.35,0.0,0.0,0,0.0,0.0,51.0,100.0,100.0
0804190001,78.005,6.02,2.5,3,7.69,4.35,42.5,100.0,100.0
0804420002,84.5,0.0,0.0,0,0.0,0.0,50.0,100.0,100.0
0804530001,77.07333333333334,2.69,6.0,15,6.52,0.0,182.66666666666666,100.0,100.0
0804550001,82.705,4.045,2.5,4,4.35,3.74,65.0,100.0,100.0
0804570001,81.285,1.665,1.0,2,3.33,0.0,59.5,100.0,100.0
0804580001,83.285,5.355,1.5,3,10.71,0.0,26.0,100.0,100.0
0804590001,81.03666666666668,1.05,1.3333333333333333,4,3.15,0.0,133.66666666666666,100.0,100.0
0804650001,77.92,0.0,0.0,0,0.0,0.0,100.0,100.0,100.0
0804690001,82.22,0.0,0.0,0,0.0,0.0,18.0,100.0,100.0
0804700001,77.58,0.0,0.0,0,0.0,0.0,12.0,100.0,100.0
0804800001,79.75,4.903333333333333,1.6666666666666667,2,7.14,1.69,39.333333333333336,100.0,100.0
0804900001,78.13,0.0,0.0,0,0.0,0.0,48.0,100.0,100.0
0804930001,81.285,9.06,3.5,4,9.3,8.82,38.5,100.0,100.0
0804940001,84.48,9.38,6.0,6,9.38,9.38,64.0,100.0,100.0
0804950001,80.91333333333334,0.0,0.0,0,0.0,0.0,94.33333333333333,100.0,100.0
0804960001,81.94,5.93,6.0,8,7.84,4.63,101.33333333333333,100.0,100.0
0804970001,83.185,0.0,0.0,0,0.0,0.0,78.0,100.0,100.0
0805110001,82.71000000000001,9.76,4.0,4,9.76,9.76,41.0,100.0,100.0
0805170001,79.74333333333334,1.17,1.3333333333333333,4,3.51,0.0,88.33333333333333,100.0,100.0
0805260001,82.55,4.26,3.6666666666666665,4,5.06,3.23,87.0,100.0,100.0
0805280001,79.21000000000001,2.175,1.0,2,4.35,0.0,87.5,100.0,100.0
0805320001,77.67,0.0,0.0,0,0.0,0.0,95.33333333333333,100.0,100.0
0805330001,79.82666666666667,0.0,0.0,0,0.0,0.0,50.0,100.0,100.0
0805400001,79.845,4.88,2.0,4,9.76,0.0,42.0,100.0,100.0
0805410001,80.13,3.23,1.0,1,3.23,3.23,31.0,100.0,100.0
0805420001,84.225,8.06,3.5,4,9.3,6.82,43.5,100.0,100.0
0805430001,78.82,0.0,0.0,0,0.0,0.0,38.0,100.0,100.0
0805440001,76.955,4.725,3.5,4,7.14,2.31,92.5,100.0,100.0
0805450001,81.99333333333334,2.0633333333333335,2.0,6,6.19,0.0,62.0,100.0,100.0
0805460001,70.27,3.85,1.0,1,3.85,3.85,26.0,100.0,100.0
0805490001,79.17,0.0,0.0,0,0.0,0.0,94.5,100.0,100.0
0805500001,78.6,0.0,0.0,0,0.0,0.0,63.0,100.0,100.0
0805510001,73.69999999999999,0.0,0.0,0,0.0,0.0,111.5,100.0,100.0
0805540001,81.85333333333334,6.313333333333333,2.6666666666666665,4,9.3,4.76,42.0,100.0,100.0
0805550001,82.73666666666666,5.833333333333333,2.3333333333333335,3,7.5,2.86,39.0,100.0,100.0
0805560001,83.07,7.539999999999999,3.0,4,9.52,5.56,39.0,100.0,100.0
0805570001,81.56333333333333,7.076666666666667,3.0,4,9.76,2.17,43.333333333333336,100.0,100.0
0805580001,82.95,9.5,3.6666666666666665,4,9.68,9.3,38.666666666666664,100.0,100.0
0805590001,81.54,9.045,3.0,4,9.76,8.33,32.0,100.0,100.0
0805600001,83.5,8.82,3.0,3,8.82,8.82,34.0,100.0,100.0
0805610001,83.74000000000001,8.815000000000001,3.5,4,9.3,8.33,39.5,100.0,100.0
0805630001,82.57499999999999,7.539999999999999,3.5,4,9.52,5.56,48.0,100.0,100.0
0805640001,80.65,6.165,1.5,2,6.45,5.88,24.0,100.0,100.0
0805660001,81.74000000000001,6.3149999999999995,2.5,3,7.5,5.13,39.5,100.0,100.0
0805670001,79.24000000000001,5.715,7.5,10,7.3,4.13,128.0,100.0,100.0
0805690001,76.36,6.58,5.0,5,6.58,6.58,76.0,100.0,100.0
0805720001,80.93,8.62,5.0,5,8.62,8.62,58.0,100.0,100.0
0805730001,83.155,0.0,0.0,0,0.0,0.0,84.0,100.0,100.0
0805740001,84.41,0.0,0.0,0,0.0,0.0,75.0,100.0,100.0
0805750001,78.52,3.845,1.5,3,7.69,0.0,47.0,100.0,100.0
0805760001,79.67500000000001,8.25,3.0,4,9.09,7.41,35.5,100.0,100.0
0805770001,75.75,0.0,0.0,0,0.0,0.0,52.0,100.0,100.0
0805780001,81.9,7.69,4.0,4,7.69,7.69,52.0,100.0,100.0
0805790001,81.33,2.47,2.0,2,2.47,2.47,81.0,100.0,100.0
0805800001,81.1,5.68,2.5,4,9.09,2.27,44.0,100.0,100.0
0805810001,80.30333333333334,2.9633333333333334,1.6666666666666667,3,5.08,1.59,55.666666666666664,100.0,100.0
0805820001,75.77,0.0,0.0,0,0.0,0.0,48.0,100.0,100.0
0805830001,77.56,6.52,1.5,3,13.04,0.0,27.0,100.0,100.0
0805850001,81.31,1.065,0.5,1,2.13,0.0,49.0,100.0,100.0
0805860001,83.23,2.27,1.0,1,2.27,2.27,44.0,100.0,100.0
0805870001,82.18,5.756666666666667,5.333333333333333,10,8.93,4.17,85.33333333333333,100.0,100.0
0805880001,81.94,8.57,3.0,3,8.57,8.57,35.0,100.0,100.0
0805890001,75.38,1.32,1.0,1,1.32,1.32,76.0,100.0,100.0
0805900001,80.17,9.52,4.0,4,9.52,9.52,42.0,100.0,100.0
0805910001,83.92,7.69,3.0,3,7.69,7.69,39.0,100.0,100.0
0805920001,81.405,0.0,0.0,0,0.0,0.0,23.5,100.0,100.0
0805930001,77.75,1.89,1.0,1,1.89,1.89,53.0,100.0,100.0
0805940001,83.78,3.436666666666667,3.0,7,8.33,0.0,81.0,100.0,100.0
0805950001,83.11,1.615,1.0,2,3.23,0.0,61.0,100.0,100.0
0805960001,82.72,0.0,0.0,0,0.0,0.0,51.0,100.0,100.0
0805980001,81.80333333333334,2.38,1.3333333333333333,4,7.14,0.0,48.0,100.0,100.0
0805990001,80.26,0.0,0.0,0,0.0,0.0,47.0,100.0,100.0
0806010001,80.895,1.96,1.0,2,3.92,0.0,51.5,100.0,100.0
0806020001,82.6,1.785,0.5,1,3.57,0.0,23.0,100.0,100.0
0806030001,80.215,1.04,1.0,2,2.08,0.0,100.0,100.0,100.0
0806040001,80.17,0.0,0.0,0,0.0,0.0,63.0,100.0,100.0
0806050001,82.435,0.0,0.0,0,0.0,0.0,80.0,100.0,100.0
0806100001,82.26,5.21,5.0,5,5.21,5.21,96.0,100.0,100.0
0806110001,80.31,2.41,2.0,2,2.41,2.41,83.0,100.0,100.0
0806120001,68.07,0.0,0.0,0,0.0,0.0,14.0,100.0,100.0
0806130001,82.09,0.0,0.0,0,0.0,0.0,32.0,100.0,100.0
0806140001,83.555,0.0,0.0,0,0.0,0.0,70.0,100.0,100.0
0806160001,81.765,4.76,5.0,10,9.52,0.0,82.5,100.0,100.0
0806170001,80.80000000000001,3.13,2.5,3,3.17,3.09,80.0,100.0,100.0
0806180001,84.40333333333334,3.2266666666666666,1.0,3,9.68,0.0,43.333333333333336,100.0,100.0
0806190001,78.43,4.69,3.0,6,9.38,0.0,54.0,100.0,100.0
0806210001,77.5,7.14,1.0,1,7.14,7.14,14.0,100.0,100.0
0806220001,79.49666666666667,0.0,0.0,0,0.0,0.0,65.66666666666667,100.0,100.0
0900020001,84.0,0.0,0.0,0,0.0,0.0,1.0,100.0,100.0
0900090001,79.63333333333333,3.34,2.0,4,6.9,1.33,62.666666666666664,100.0,100.0
0900160001,77.41499999999999,9.07,1.0,1,14.29,3.85,16.5,100.0,100.0
0900290002,72.06,8.103333333333333,6.666666666666667,7,9.09,6.98,79.0,100.0,100.0
0900310001,80.045,18.23,13.5,20,26.32,10.14,72.5,100.0,100.0
0900410001,46.70666666666667,1.6633333333333333,0.6666666666666666,1,3.45,0.0,38.666666666666664,100.0,100.0
0900440001,73.62,1.35,1.0,1,1.35,1.35,74.0,100.0,100.0
0900490001,81.99000000000001,2.8833333333333333,1.6666666666666667,3,5.26,0.0,52.333333333333336,100.0,100.0
0900510001,78.525,0.0,0.0,0,0.0,0.0,24.5,100.0,100.0
0900520001,83.11,6.699999999999999,2.5,4,7.84,5.56,34.5,100.0,100.0
0900530001,73.19749999999999,0.825,1.25,2,1.4,0.0,129.0,100.0,100.0
0900550001,71.88,8.55,10.0,10,8.55,8.55,117.0,100.0,100.0
0900590001,69.5,11.273333333333333,18.333333333333332,27,16.13,6.51,158.66666666666666,100.0,100.0
0900610001,84.0,0.0,0.0,0,0.0,0.0,1.0,100.0,100.0
0900750001,73.25999999999999,2.145,6.5,7,2.34,1.95,293.0,100.0,100.0
0900780001,84.16,0.0,0.0,0,0.0,0.0,25.0,100.0,100.0
0900820001,71.71333333333332,4.7,11.0,17,6.42,2.39,229.33333333333334,100.0,100.0
0900870001,80.61,6.43,4.0,6,10.0,2.86,65.0,100.0,100.0
0900880001,71.20666666666666,0.71,1.0,2,1.56,0.0,145.66666666666666,100.0,100.0
0900880002,82.41,1.45,1.0,2,2.9,0.0,63.0,100.0,100.0
0900920001,71.672,1.252,1.6,3,2.86,0.0,118.8,100.0,100.0
0900930001,74.76,0.2333333333333333,0.6666666666666666,2,0.7,0.0,301.0,100.0,100.0
0900990001,77.58000000000001,0.895,0.5,1,1.79,0.0,69.0,100.0,100.0
0901020001,59.38,0.0,0.0,0,0.0,0.0,168.0,100.0,100.0
0901050001,78.2525,2.04,1.0,4,8.16,0.0,43.75,100.0,100.0
0901060001,76.47,6.67,1.0,1,6.67,6.67,15.0,100.0,100.0
0901080001,83.065,23.025,12.5,17,25.81,20.24,57.5,100.0,100.0
0901090001,70.36,5.19,4.0,4,5.19,5.19,77.0,100.0,100.0
0901100001,72.23333333333333,3.0233333333333334,2.6666666666666665,5,7.69,0.0,109.0,100.0,100.0
0901120001,77.38,9.085,13.0,19,13.1,5.07,138.5,100.0,100.0
0901130001,68.22999999999999,1.185,2.5,5,2.37,0.0,217.5,100.0,100.0
0901170001,82.77333333333333,10.25,5.666666666666667,6,12.0,8.33,56.666666666666664,100.0,100.0
0901210001,73.875,1.305,1.0,1,2.13,0.48,123.5,100.0,100.0
0901240001,79.39,9.09,12.0,12,9.09,9.09,132.0,100.0,100.0
0901260001,78.08500000000001,9.76,5.0,6,10.0,9.52,51.5,100.0,100.0
0901270001,78.935,2.03,1.5,2,3.28,0.78,95.0,100.0,100.0
0901320001,69.595,4.1075,5.75,13,8.64,0.0,119.0,100.0,100.0
0901520001,84.138,7.05,12.6,25,9.9,3.03,155.8,100.0,100.0
0901550001,68.28999999999999,7.915,6.0,7,8.6,7.23,79.0,100.0,100.0
0901560001,69.86,5.875,4.5,8,10.67,1.08,80.0,100.0,100.0
0901580001,76.25,6.31,4.666666666666667,7,8.64,4.23,72.66666666666667,100.0,100.0
0901590001,63.1,4.993333333333333,6.0,8,7.14,2.88,115.66666666666667,100.0,100.0
0901610001,65.57,0.0,0.0,0,0.0,0.0,74.0,100.0,100.0
0901680003,62.655,4.154999999999999,7.5,9,4.76,3.55,172.5,100.0,100.0
0901700002,65.20666666666666,7.07,12.333333333333334,17,9.24,4.79,171.0,100.0,100.0
0901720001,58.91333333333333,0.0,0.0,0,0.0,0.0,43.0,100.0,100.0
0901740001,82.36,1.5,2.0,2,1.5,1.5,133.0,100.0,100.0
0901750001,76.35,0.0,0.0,0,0.0,0.0,52.0,100.0,100.0
0901760001,75.52000000000001,4.615,6.0,9,6.77,2.46,126.0,100.0,100.0
0901800001,69.235,2.535,8.5,13,3.87,1.2,323.5,100.0,100.0
0901830001,68.79,0.0,0.0,0,0.0,0.0,75.0,100.0,100.0
0901850001,75.95333333333333,3.1733333333333333,2.0,6,9.52,0.0,68.0,100.0,100.0
0901920001,64.525,0.0,0.0,0,0.0,0.0,30.0,100.0,100.0
0901950001,77.39999999999999,0.8666666666666667,0.6666666666666666,2,2.6,0.0,48.666666666666664,100.0,100.0
0901970001,76.99,4.516666666666667,2.0,3,7.5,2.13,46.0,100.0,100.0
0902050001,70.09333333333333,2.8433333333333333,4.333333333333333,6,4.05,1.21,154.66666666666666,100.0,100.0
0902080001,86.4,6.67,2.0,2,6.67,6.67,30.0,100.0,100.0
0902100001,67.89399999999999,1.26,1.6,6,3.28,0.0,150.4,100.0,100.0
0902120001,80.75999999999999,0.6666666666666666,2.0,4,1.31,0.0,293.0,100.0,100.0
0902150001,71.345,2.175,4.5,9,4.35,0.0,211.0,100.0,100.0
0902200001,79.3,4.329999999999999,3.0,4,6.06,3.03,69.0,100.0,100.0
0902230001,67.245,0.0,0.0,0,0.0,0.0,18.0,100.0,100.0
0902260001,76.39333333333333,2.783333333333333,1.6666666666666667,2,3.77,1.72,60.333333333333336,100.0,100.0
0902270001,83.82333333333332,10.69,6.0,8,14.04,8.51,55.666666666666664,100.0,100.0
0902280001,73.19333333333334,2.5733333333333337,1.6666666666666667,2,3.64,1.52,64.33333333333333,100.0,100.0
0902310002,79.18,8.77,5.5,6,9.43,8.11,64.0,100.0,100.0
0902350001,67.35000000000001,0.49,0.3333333333333333,1,1.47,0.0,62.333333333333336,100.0,100.0
0902370001,84.30333333333333,3.9133333333333336,1.3333333333333333,3,6.98,0.0,31.666666666666668,100.0,100.0
0902500001,78.73,0.835,0.5,1,1.67,0.0,69.5,100.0,100.0
0902510001,76.53999999999999,1.43,0.5,1,2.86,0.0,71.0,100.0,100.0
0902530001,77.36666666666667,12.670000000000002,19.0,32,21.94,5.83,160.0,100.0,100.0
0902540001,81.23666666666666,6.026666666666666,2.0,4,10.53,0.0,31.666666666666668,100.0,100.0
0902590001,67.32249999999999,1.06,1.25,5,4.24,0.0,122.0,100.0,100.0
0902600001,77.71000000000001,1.065,0.5,1,2.13,0.0,64.5,100.0,100.0
0902610001,71.26,3.813333333333333,5.666666666666667,8,5.88,2.53,149.0,100.0,100.0
0902630001,71.90666666666667,7.963333333333334,6.0,8,9.41,7.23,76.33333333333333,100.0,100.0
0902650001,75.735,3.425,2.5,5,6.85,0.0,63.5,100.0,100.0
0902720001,83.60333333333334,7.306666666666666,4.666666666666667,7,11.29,5.0,64.0,100.0,100.0
0902730001,80.18333333333334,4.036666666666666,5.666666666666667,8,5.88,2.44,145.33333333333334,100.0,100.0
0902740001,80.86,11.615,6.0,7,13.51,9.72,54.5,100.0,100.0
0902750001,73.52666666666667,4.19,3.0,6,8.45,1.3,73.0,100.0,100.0
0902860001,78.48333333333333,8.006666666666666,8.333333333333334,13,12.15,5.88,102.66666666666667,100.0,100.0
0902880001,76.62333333333333,4.3133333333333335,3.6666666666666665,11,12.94,0.0,72.33333333333333,100.0,100.0
0902950001,71.17,0.0,0.0,0,0.0,0.0,24.0,100.0,100.0
0902970001,64.37,7.345,2.5,3,10.34,4.35,38.0,100.0,100.0
0903000002,75.13,6.0200000000000005,4.333333333333333,7,9.09,0.0,47.666666666666664,100.0,100.0
0903150001,66.74,0.0,0.0,0,0.0,0.0,78.0,100.0,100.0
0903230001,68.655,6.175000000000001,8.5,9,6.62,5.73,139.0,100.0,100.0
0903240001,75.58,7.41,6.0,6,7.41,7.41,81.0,100.0,100.0
0903250001,81.05,6.625,4.5,6,8.7,4.55,67.5,100.0,100.0
0903260001,74.09,13.325000000000001,9.0,17,25.37,1.28,73.0,100.0,100.0
0903270001,72.32,0.0,0.0,0,0.0,0.0,78.0,100.0,100.0
0903280001,73.83500000000001,0.0,0.0,0,0.0,0.0,65.5,100.0,100.0
0903300001,73.204,1.844,2.2,6,4.65,0.0,104.2,100.0,100.0
0903320001,71.23333333333333,4.96,7.0,12,6.44,3.89,131.33333333333334,100.0,100.0
0903370001,75.60333333333334,3.51,0.6666666666666666,2,10.53,0.0,56.0,100.0,100.0
0903390001,72.57499999999999,6.66,3.5,4,9.52,3.8,60.5,100.0,100.0
0903440001,82.45,3.395,4.0,6,5.04,1.75,116.5,100.0,100.0
0903500001,82.2,7.743333333333333,8.333333333333334,11,9.48,5.83,106.66666666666667,100.0,100.0
0903510001,82.18,11.515,11.0,15,11.67,11.36,96.0,100.0,100.0
0903520001,77.41,0.0,0.0,0,0.0,0.0,17.0,100.0,100.0
0903580001,79.5,6.25,1.0,1,6.25,6.25,16.0,100.0,100.0
0903610001,85.56,6.25,1.0,1,6.25,6.25,16.0,100.0,100.0
1000050001,83.92,1.36,0.6666666666666666,2,4.08,0.0,41.0,100.0,100.0
1000070001,80.49000000000001,8.225,2.0,2,10.0,6.45,25.5,100.0,100.0
1000080001,86.03999999999999,0.0,0.0,0,0.0,0.0,17.5,100.0,100.0
1000090001,79.936,0.852,0.4,2,4.26,0.0,10.6,100.0,100.0
1000100001,63.9,0.0,0.0,0,0.0,0.0,179.0,100.0,100.0
1000130001,85.02,9.62,5.0,5,9.62,9.62,52.0,100.0,100.0
1000180001,79.804,1.334,0.6,3,6.67,0.0,10.6,100.0,100.0
1000200001,83.44333333333333,0.7200000000000001,0.6666666666666666,1,1.23,0.0,81.66666666666667,100.0,100.0
1000210001,80.17999999999999,0.0,0.0,0,0.0,0.0,49.6,100.0,100.0
1000220002,82.15,0.0,0.0,0,0.0,0.0,66.5,100.0,100.0
1000240003,81.89999999999999,0.42333333333333334,0.3333333333333333,1,1.27,0.0,41.333333333333336,100.0,100.0
1000260001,83.77,6.82,3.0,3,6.82,6.82,44.0,100.0,100.0
1000290001,82.375,0.0,0.0,0,0.0,0.0,40.0,100.0,100.0
1000310001,80.745,1.825,2.5,5,3.65,0.0,113.5,100.0,100.0
1000310002,77.82,0.0,0.0,0,0.0,0.0,51.0,100.0,100.0
1000330001,78.22,0.98,1.0,2,1.96,0.0,71.5,100.0,100.0
1000390001,78.0925,0.0,0.0,0,0.0,0.0,17.5,100.0,100.0
1000420001,75.98,0.0,0.0,0,0.0,0.0,88.0,100.0,100.0
1000460001,72.97,2.0,3.0,3,2.0,2.0,144.0,100.0,100.0
1000480001,65.85,0.0,0.0,0,0.0,0.0,93.0,100.0,100.0
1000500001,77.27666666666666,6.513333333333333,6.0,8,8.79,5.26,92.0,100.0,100.0
1000580001,77.88333333333334,0.0,0.0,0,0.0,0.0,59.666666666666664,100.0,100.0
1000690001,77.72,5.26,5.0,5,5.26,5.26,95.0,100.0,100.0
1000760001,77.73,5.32,5.0,5,5.32,5.32,94.0,100.0,100.0
1000810001,78.18333333333334,4.989999999999999,4.666666666666667,7,7.37,2.17,92.66666666666667,100.0,100.0
1000820001,86.64333333333333,5.489999999999999,6.0,9,7.5,3.23,101.33333333333333,100.0,100.0
1000860001,69.84,0.0,0.0,0,0.0,0.0,95.0,100.0,100.0
1000900001,78.34,0.575,0.5,2,2.3,0.0,25.5,100.0,100.0
1000920001,80.20333333333333,5.043333333333333,7.333333333333333,9,6.21,2.88,144.33333333333334,100.0,100.0
1000940001,80.965,4.4,6.0,6,4.48,4.32,136.5,100.0,100.0
1000960001,82.30666666666666,5.646666666666667,7.666666666666667,11,8.33,4.29,137.0,100.0,100.0
1000980001,83.25,6.88,9.0,10,8.0,5.76,132.0,100.0,100.0
1001000001,84.02000000000001,6.095000000000001,3.0,3,8.82,3.37,61.5,100.0,100.0
1001010001,77.65333333333332,0.3433333333333333,0.3333333333333333,1,1.03,0.0,69.33333333333333,100.0,100.0
1001030001,69.23,0.0,0.0,0,0.0,0.0,22.0,100.0,100.0
1001070001,81.07,1.96,1.6666666666666667,3,3.61,0.0,58.333333333333336,100.0,100.0
1001110001,84.97999999999999,7.244999999999999,4.0,5,8.93,5.56,55.0,100.0,100.0
1001130001,78.01,8.43,7.0,7,8.43,8.43,83.0,100.0,100.0
1001150001,67.37,0.0,0.0,0,0.0,0.0,92.33333333333333,100.0,100.0
1001160001,81.03999999999999,0.925,1.0,2,1.85,0.0,108.5,100.0,100.0
1001220001,74.96000000000001,2.19,2.0,2,2.3,2.08,89.5,100.0,100.0
1001230001,74.1925,0.4025,0.25,1,1.61,0.0,33.75,100.0,100.0
1001240001,82.47000000000001,5.853333333333333,1.6666666666666667,3,11.11,0.0,29.0,100.0,100.0
1001240002,82.16000000000001,9.293333333333335,7.0,8,9.8,8.99,76.0,100.0,100.0
1001280001,62.44,0.0,0.0,0,0.0,0.0,16.0,100.0,100.0
1001410001,74.5,9.38,9.0,9,9.38,9.38,92.0,100.0,100.0
1001420001,74.44,9.38,9.0,9,9.38,9.38,92.0,100.0,100.0
1001450001,73.9,7.69,1.0,2,15.38,0.0,21.0,100.0,100.0
1001460001,78.51666666666667,5.483333333333333,2.3333333333333335,5,10.0,0.0,37.666666666666664,100.0,100.0
1001570001,79.5,0.0,0.0,0,0.0,0.0,2.0,100.0,100.0
1001580001,80.32000000000001,3.6733333333333333,1.6666666666666667,4,7.69,0.0,28.0,100.0,100.0
1001650001,72.91666666666667,5.866666666666667,8.666666666666666,12,8.02,4.73,148.33333333333334,100.0,100.0
1001680001,82.85,18.5,18.5,22,22.0,15.0,100.0,100.0,100.0
1001750002,86.89,5.109999999999999,2.5,4,7.84,2.38,46.5,100.0,100.0
1001790001,83.80666666666667,1.11,0.3333333333333333,1,3.33,0.0,41.666666666666664,100.0,100.0
1001810001,83.43,5.42,1.5,2,7.14,3.7,27.5,100.0,100.0
1001820001,82.51,1.17,0.6666666666666666,2,3.51,0.0,49.0,100.0,100.0
1001830001,79.324,0.606,0.2,1,3.03,0.0,17.2,100.0,100.0
1001860001,82.33,5.17,3.0,3,5.17,5.17,58.0,100.0,100.0
1001910001,80.46,5.41,2.0,2,5.41,5.41,37.0,100.0,100.0
1001920001,82.98,7.02,2.5,4,8.16,5.88,33.0,100.0,100.0
1001930001,85.67,37.314,38.2,46,45.54,16.83,102.0,100.0,100.0
1001950001,82.08,4.006666666666667,2.6666666666666665,3,5.0,2.02,73.0,100.0,100.0
1100110001,84.0,0.0,0.0,0,0.0,0.0,2.0,100.0,100.0
1100200001,81.19,8.7575,3.0,3,8.82,8.57,34.25,100.0,100.0
1100300001,77.32000000000001,3.7900000000000005,5.0,8,6.14,0.0,87.66666666666667,100.0,100.0
1100330001,75.81666666666666,4.8999999999999995,6.333333333333333,8,5.71,4.17,130.33333333333334,100.0,100.0
1100390001,71.68,4.02,7.5,8,4.13,3.91,185.0,100.0,100.0
1100410001,77.44,6.845,7.5,13,10.83,2.86,94.5,100.0,100.0
1100420001,84.0,0.0,0.0,0,0.0,0.0,1.0,100.0,100.0
1100580002,66.71666666666665,2.3866666666666667,4.0,6,3.85,0.44,156.33333333333334,100.0,100.0
1100690001,75.9,3.87,5.0,8,6.72,1.02,157.0,100.0,100.0
1100700001,75.375,4.605,6.0,10,5.29,3.92,119.5,100.0,100.0
1100700002,73.74,1.2533333333333332,3.6666666666666665,4,1.4,1.09,281.0,100.0,100.0
1101000001,70.53,0.0,0.0,0,0.0,0.0,57.0,100.0,100.0
1101020001,80.695,3.48,4.0,8,6.96,0.0,56.5,100.0,100.0
1101030001,77.96666666666667,2.013333333333333,0.6666666666666666,1,5.0,0.0,48.666666666666664,100.0,100.0
1101070001,61.64,2.085,0.5,1,4.17,0.0,20.5,100.0,100.0
1101140002,75.0925,5.074999999999999,5.25,14,10.45,0.0,85.5,100.0,100.0
1101150003,79.395,5.175000000000001,1.5,2,6.9,3.45,29.0,100.0,100.0
1101170003,77.62,9.52,6.0,6,9.52,9.52,64.0,100.0,100.0
1101240001,80.935,6.475,8.0,15,11.36,1.59,98.5,100.0,100.0
1101260001,76.08666666666666,8.793333333333335,8.333333333333334,15,14.08,0.0,111.66666666666667,100.0,100.0
1101260002,73.82,0.0,0.0,0,0.0,0.0,61.0,100.0,100.0
1101450001,74.28,0.96,1.0,1,0.96,0.96,105.0,100.0,100.0
1101450002,81.45,4.52,7.0,7,4.52,4.52,155.0,100.0,100.0
1101450003,72.26,4.55,5.0,5,4.55,4.55,109.0,100.0,100.0
1101470001,81.2,14.333333333333334,10.333333333333334,13,23.64,5.88,82.0,100.0,100.0
1101530001,84.09,6.928,9.2,31,30.69,0.0,196.8,100.0,100.0
1101550001,85.3775,11.520000000000001,10.75,27,35.71,0.0,168.25,100.0,100.0
1101550002,84.01,3.41,0.75,3,13.64,0.0,37.0,100.0,100.0
