teachingClassID,courseNumber,courseName,teacherName,departmentName,teachingPlace,credit,hours,campusName
202120222010010000101,0100100001,《论语》,王立新,人文学院,1-18周 星期一 第3-4节 汇文楼H2-303,2,36,粤海校区
202120222010017000301,0100170003,《庄子》导读,黎业明,人文学院,1-18周 星期一 第11-12节 汇文楼H3-301,2,36,粤海校区
202120222010017000302,0100170003,《庄子》导读,李辰,人文学院,1-18周 星期二 第13-14节 汇文楼H3-203,2,36,粤海校区
202120222010019000301,0100190003,欧美现代小说研究,林艳,人文学院,1-18周 星期二 第11-12节 汇文楼H3-203,2,36,粤海校区
202120222010052000101,0100520001,当代诺贝尔文学奖小说研究,张霁,人文学院,1-18周 星期三 第9-10节 汇文楼H3-204,2,36,粤海校区
202120222010059000101,0100590001,当代西方文化思潮,金文野,人文学院,1-18周 星期四 第11-12节 汇紫楼A307,2,36,粤海校区
202120222010061000101,0100610001,当代新儒学,冯骏豪,人文学院,1-18周 星期三 第11-12节 汇文楼H2-303,2,36,粤海校区
202120222010076000101,0100760001,东方文学,杨晓霞,人文学院,1-18周 星期四 第7-8节 汇文楼H3-102,2,36,粤海校区
202120222010080000101,0100800001,儿童文学,张木荣,人文学院,1-18周 星期五 第7-8节 汇文楼H3-203,2,36,粤海校区
202120222010112000101,0101120001,古代汉语（下）,宫钦第,人文学院,1-18周 星期一 第7-8节 汇文楼H3-102,2,36,粤海校区
202120222010112000102,0101120001,古代汉语（下）,宫钦第,人文学院,1-18周 星期一 第3-4节 汇文楼H3-202,2,36,粤海校区
202120222010123000101,0101230001,中国古代文学（2）,李松荣,人文学院,1-18周 星期二 第7-9节 汇文楼H3-302,3,54,粤海校区
202120222010123000102,0101230001,中国古代文学（2）,李松荣,人文学院,1-18周 星期五 第3-5节 汇文楼H3-204,3,54,粤海校区
202120222010135000101,0101350001,古希腊哲学,赵东明,人文学院,1-18周 星期一 第9-10节 汇文楼H3-104,2,36,粤海校区
202120222010166000101,0101660001,基础写作（下）,张木荣,人文学院,1-18周 星期二 第3-4节 汇文楼H3-102,2,36,粤海校区
202120222010166000102,0101660001,基础写作（下）,张木荣,人文学院,1-18周 星期二 第7-8节 汇文楼H3-304,2,36,粤海校区
202120222010184000101,0101840001,康德、黑格尔哲学,赵东明,人文学院,1-18周 星期三 第9-10节 汇文楼H3-102,2,36,粤海校区
202120222010192001001,0101920010,现代汉语（下）,董理,人文学院,1-18周 星期三 第3-5节 汇文楼H3-203,3,54,粤海校区
202120222010192001002,0101920010,现代汉语（下）,丘学强,人文学院,1-18周 星期三 第3-5节 汇文楼H3-201,3,54,粤海校区
202120222010192001101,0101920011,中国古代文学（2）,黄金鹏,人文学院,1-18周 星期三 第3-4节 汇文楼H3-202,2,36,粤海校区
202120222010192001102,0101920011,中国古代文学（2）,黄金鹏,人文学院,1-18周 星期三 第7-8节 汇文楼H3-202,2,36,粤海校区
202120222010192001201,0101920012,中国古代文学（4）,高志忠,人文学院,1-18周 星期二 第3-4节 汇文楼H3-204,2,36,粤海校区
202120222010192001301,0101920013,古代汉语（上）,张静,人文学院,1-18周 星期四 第3-5节 汇文楼H3-103,3,54,粤海校区
202120222010192001302,0101920013,古代汉语（上）,张静,人文学院,1-18周 星期一 第3-5节 汇文楼H3-103,3,54,粤海校区
202120222010192001701,0101920017,中国戏曲史专题赏析,赵建坤,人文学院,1-18周 星期一 第11-12节 汇文楼H3-401,2,36,粤海校区
202120222010192002301,0101920023,中国近代诗歌赏析,张晓伟,人文学院,1-18周 星期四 第11-12节 汇文楼H3-203,2,36,粤海校区
202120222010192002801,0101920028,近现代历史框架下的漫画艺术,张晓语,人文学院,1-18周 星期一 第11-12节 汇文楼H3-304,2,36,粤海校区
202120222010192002802,0101920028,近现代历史框架下的漫画艺术,张晓语,人文学院,1-18周 星期二 第11-12节 南304,2,36,丽湖校区
202120222010192002901,0101920029,中国哲学的人概念,冯骏豪,人文学院,1-18周 星期四 第13-14节 汇文楼H3-204,2,36,粤海校区
202120222010192003001,0101920030,经典文学作品选读,李松荣,人文学院,1-18周 星期五 第1-2节 汇文楼H3-102,2,36,粤海校区
202120222010192003002,0101920030,经典文学作品选读,金春媛,人文学院,1-18周 星期四 第3-4节 汇文楼H3-203,2,36,粤海校区
202120222010192003003,0101920030,经典文学作品选读,柴婕,人文学院,1-18周 星期五 第3-4节 汇文楼H3-302,2,36,粤海校区
202120222010192003004,0101920030,经典文学作品选读,黄金鹏,人文学院,1-18周 星期四 第3-4节 汇文楼H3-204,2,36,粤海校区
202120222010192003005,0101920030,经典文学作品选读,黄金鹏,人文学院,1-18周 星期四 第7-8节 汇文楼H3-103,2,36,粤海校区
202120222010192003801,0101920038,哲学经典与人生,王帅,人文学院,1-18周 星期一 第1-2节 汇文楼H3-103,2,36,粤海校区
202120222010192003802,0101920038,哲学经典与人生,王帅,人文学院,1-18周 星期一 第3-4节 汇文楼H3-204,2,36,粤海校区
202120222010192003803,0101920038,哲学经典与人生,王立新,人文学院,1-18周 星期二 第9-10节 汇文楼H3-403,2,36,粤海校区
202120222010192004201,0101920042,科幻文学导论,江玉琴,人文学院,1-18周 星期五 第7-8节 汇文楼H3-202,2,36,粤海校区
202120222010192004601,0101920046,宋代诗话的美学世界,周萌,人文学院,1-18周 星期五 第3-4节 汇文楼H3-104,2,36,粤海校区
202120222010192004602,0101920046,宋代诗话的美学世界,肖浪,人文学院,1-18周 星期四 11-12节 汇文楼H2-202,2,36,粤海校区
202120222010192004801,0101920048,中国古典诗体研究与诗词创作,张晓伟,人文学院,1-18周 星期三 第11-12节 汇文楼H3-304,2,36,粤海校区
202120222010192005001,0101920050,阅读心理学,詹勇,人文学院,1-18周 星期二 第9-10节 汇文楼H5-101,2,36,粤海校区
202120222010192005101,0101920051,认知与学习障碍,董理,人文学院,1-18周 星期四 第9-10节 汇文楼H3-201,2,36,粤海校区
202120222010192005201,0101920052,生命伦理学,王帅,人文学院,1-18周 星期五 第3-4节 汇文楼H3-203,2,36,粤海校区
202120222010192005701,0101920057,体育中的中国近现代史,李兆旭,人文学院,1-18周 星期二 第11-12节 南307,2,36,丽湖校区
202120222010192005702,0101920057,体育中的中国近现代史,李兆旭,人文学院,1-18周 星期四 第9-10节 汇文楼H3-203,2,36,粤海校区
202120222010192006101,0101920061,教育研究方法,,人文学院,1-18周 星期六 3-4节 汇文楼H3-201,2,36,粤海校区
202120222010214000101,0102140001,普通话与教师口语,郭琦,人文学院,1-18周 星期四 第7-8节 师院A510,2,36,粤海校区
202120222010238000101,0102380001,《圣经》研究,林艳,人文学院,1-18周 星期二 第9-10节 汇文楼H3-303,2,36,粤海校区
202120222010252000101,0102520001,宋词鉴赏,唐小华,人文学院,1-18周 星期三 第11-12节 汇文楼H3-203,2,36,粤海校区
202120222010252000102,0102520001,宋词鉴赏,唐小华,人文学院,1-18周 星期三 13-14节 汇文楼H3-203,2,36,粤海校区
202120222010255000101,0102550001,唐诗鉴赏,唐小华,人文学院,1-18周 星期四 第11-12节 汇文楼H3-402,2,36,粤海校区
202120222010255000102,0102550001,唐诗鉴赏,唐小华,人文学院,1-18周 星期四 13-14节 汇文楼H3-402,2,36,粤海校区
202120222010265000101,0102650001,外国文学（下）,何志平,人文学院,1-18周 星期三 第6-8节 汇文楼H1-101,3,54,粤海校区
202120222010265000102,0102650001,外国文学（下）,张霁,人文学院,1-18周 星期五 第3-5节 汇文楼H3-201,3,54,粤海校区
202120222010265000103,0102650001,外国文学（下）,杨晓霞,人文学院,1-18周 星期二 第3-5节 汇文楼H3-103,3,54,粤海校区
202120222010265000104,0102650001,外国文学（下）,柴婕,人文学院,1-18周 星期二 第6-8节 汇文楼H3-204,3,54,粤海校区
202120222010300000101,0103000001,西方美学名著导读,陈海静,人文学院,1-18周 星期二 第9-10节 汇文楼H3-301,2,36,粤海校区
202120222010300000102,0103000001,西方美学名著导读,陈昊,人文学院,1-18周 星期一 第11-12节 汇文楼H3-303,2,36,粤海校区
202120222010304000101,0103040001,西方文化概论,葛欢欢,人文学院,1-18周 星期五 第7-8节 汇文楼H3-201,2,36,粤海校区
202120222010306000101,0103060001,西方文论,陈文,人文学院,1-18周 星期一 第9-10节 汇文楼H3-201,2,36,粤海校区
202120222010306000102,0103060001,西方文论,王晓华,人文学院,1-18周 星期三 第7-8节 汇文楼H3-204,2,36,粤海校区
202120222010320000101,0103200001,先秦诸子学,冯骏豪,人文学院,1-18周 星期三 13-14节 汇文楼H2-303,2,36,粤海校区
202120222010320000102,0103200001,先秦诸子学,王顺然,人文学院,1-18周 星期四 第11-12节 汇文楼H3-403,2,36,粤海校区
202120222010320000103,0103200001,先秦诸子学,王顺然,人文学院,1-18周 星期二 第11-12节 南404,2,36,丽湖校区
202120222010327000101,0103270001,现代汉语（下）,吴芳,人文学院,"1-18周 星期一 第3-4节 汇文楼H3-302,1-18周 星期三 第3-4节 汇文楼H3-302",4,72,粤海校区
202120222010327000102,0103270001,现代汉语（下）,朱嫣红,人文学院,"1-18周 星期二 第3-4节 汇文楼H3-202,1-18周 星期四 第3-4节 汇文楼H3-202",4,72,粤海校区
202120222010373000201,0103730002,语文课程与教学论,郭琦,人文学院,1-18周 星期三 第7-8节 师院A408,2,36,粤海校区
202120222010373000202,0103730002,语文课程与教学论,郭琦,人文学院,1-18周 星期三 第9-10节 师院A408,2,36,粤海校区
202120222010379000101,0103790001,中国古代文学（4）,赵建坤,人文学院,1-18周 星期一 第3-5节 汇文楼H3-201,3,54,粤海校区
202120222010379000102,0103790001,中国古代文学（4）,赵建坤,人文学院,1-18周 星期二 第3-5节 汇文楼H3-203,3,54,粤海校区
202120222010406000101,0104060001,中国古代文学经典赏析,左江,人文学院,,2,36,粤海校区
01S01202120222010406000101,0104060001,中国古代文学经典赏析,左江,人文学院,1-18周 星期一 第11-12节 汇文楼H3-204,2,36,粤海校区
01S02202120222010406000101,0104060001,中国古代文学经典赏析,左江,人文学院,1-18周 星期一 第11-12节 南413,2,36,丽湖校区
202120222010422000101,0104220001,中国文化概论,余树苹,人文学院,1-18周 星期二 第9-10节 汇文楼H2-204,2,36,粤海校区
202120222010422000102,0104220001,中国文化概论,余树苹,人文学院,1-18周 星期三 第9-10节 汇文楼H3-303,2,36,粤海校区
202120222010429000101,0104290001,中国现代文学,曹清华,人文学院,"1-18周 星期二 第9-10节 汇文楼H3-402,1-18周 星期四 第9-10节 汇文楼H3-402",4,72,粤海校区
202120222010429000102,0104290001,中国现代文学,汤奇云,人文学院,"1-18周 星期二 第7-8节 汇文楼H3-102,1-18周 星期四 第3-4节 汇文楼H3-102",4,72,粤海校区
202120222010430000101,0104300001,中国当代文学,金文野,人文学院,1-18周 星期一 第11-13节 汇紫楼A307,3,54,粤海校区
202120222010430000102,0104300001,中国当代文学,金文野,人文学院,1-18周 星期二 第11-13节 汇紫楼A307,3,54,粤海校区
202120222010430000103,0104300001,中国当代文学,胡红英,人文学院,1-18周 星期二 第7-9节 汇文楼H3-401,3,54,粤海校区
202120222010452000101,0104520001,中外艺术作品鉴赏,陈文,人文学院,1-18周 星期一 第11-12节 汇文楼H3-201,2,36,粤海校区
202120222010452000102,0104520001,中外艺术作品鉴赏,陈文,人文学院,1-18周 星期二 第11-12节 南101,2,36,丽湖校区
202120222010473000101,0104730001,中西文化比较,臧勇,人文学院,1-18周 星期四 第11-12节 汇文楼H3-302,2,36,粤海校区
202120222010487000101,0104870001,语文微格教学,郭琦,人文学院,1-18周 星期五 第7-8节 师院A307,2,36,粤海校区
202120222010507000101,0105070001,基督教哲学,葛欢欢,人文学院,1-18周 星期二 第7-8节 汇文楼H2-205,2,36,粤海校区
202120222010522000101,0105220001,世界电影艺术专题,何志平,人文学院,1-18周 星期二 第9-10节 汇文楼H1-101,2,36,粤海校区
202120222010533000101,0105330001,当代外国文学作品选读,柴婕,人文学院,1-18周 星期五 第7-8节 汇文楼H3-104,2,36,粤海校区
202120222010534000101,0105340001,后殖民文学与文化,王伟均,人文学院,1-18周 星期三 第9-10节 汇文楼H3-203,2,36,粤海校区
202120222010539000101,0105390001,世界三大宗教,苏磊,人文学院,1-18周 星期四 13-14节 汇文楼H3-202,2,36,粤海校区
202120222010546000101,0105460001,分析哲学,葛欢欢,人文学院,1-18周 星期二 第9-10节 汇文楼H2-205,2,36,粤海校区
202120222010549000201,0105490002,逻辑与论辩,陈星群,人文学院,1-18周 星期二 第13-14节 汇文楼H3-204,2,36,粤海校区
202120222010550000101,0105500001,西方哲学导读,王帅,人文学院,1-18周 星期一 第9-10节 南404,2,36,丽湖校区
202120222010561000101,0105610001,马克思主义哲学史,杨茂明,人文学院,"1-18周 星期一 第7-8节 汇文楼H3-302,1-18周 星期三 第7-8节 汇文楼H3-302",4,72,粤海校区
202120222010566000101,0105660001,西方哲学史（下）,李䶮,人文学院,1-18周 星期二 第3-5节 汇文楼H3-201,3,54,粤海校区
202120222010569000101,0105690001,中国哲学史（下）,姜明泽,人文学院,1-18周 星期五 第7-9节 汇文楼H3-304,3,54,粤海校区
202120222010570000201,0105700002,宗教社会学导论,邵铁峰,人文学院,1-18周 星期四 第9-10节 汇文楼H3-104,2,36,粤海校区
202120222010571000101,0105710001,金瓶梅人物写真,左江,人文学院,"5周,9周,13周 星期日 第9-10节 汇文楼H3-201",2,36,粤海校区
202120222010574000101,0105740001,逻辑入门,臧勇,人文学院,1-18周 星期二 第11-12节 汇文楼H3-303,2,36,粤海校区
202120222010574000102,0105740001,逻辑入门,王帅,人文学院,1-18周 星期一 13-14节 南410,2,36,丽湖校区
202120222010574000103,0105740001,逻辑入门,王帅,人文学院,1-18周 星期四 第13-14节 南304,2,36,丽湖校区
202120222010579000101,0105790001,哲学经典选读,王帅,人文学院,1-18周 星期三 第9-10节 汇文楼H3-104,2,36,粤海校区
202120222010595000101,0105950001,伦理学,王帅,人文学院,"1-18周 星期五 第1-2节 汇文楼H3-103,1-18周 星期三 第3-4节 汇文楼H3-103",4,72,粤海校区
202120222010596000101,0105960001,马克思主义哲学原著选读,李泳梅,人文学院,"1-18周 星期二 第3-4节 汇文楼H3-104,1-18周 星期四 第3-4节 汇文楼H3-104",4,72,粤海校区
202120222010602000101,0106020001,中国古代史（下）,孙晓莹,人文学院,"1-18周 星期一 第3-4节 汇文楼H3-104,1-18周 星期三 第3-4节 汇文楼H3-104",4,72,粤海校区
202120222010611000101,0106110001,考古学导论,常彧,人文学院,1-18周 星期二 第7-8节 汇文楼H3-303,2,36,粤海校区
202120222010627000201,0106270002,西方中国文学研究名著导读,沈一帆,人文学院,1-18周 星期五 第3-4节 汇文楼H3-102,2,36,粤海校区
202120222010631000201,0106310002,诗词写作与吟诵,徐晋如,人文学院,"4周,8周,13周 星期六 11-12节 汇文楼H4-201",2,36,粤海校区
202120222010644000101,0106440001,海德格尔哲学导论,余洋,人文学院,1-18周 星期四 第9-10节 汇文楼H3-102,2,36,粤海校区
202120222010645000101,0106450001,心灵哲学导论,李䶮,人文学院,1-18周 星期二 第7-8节 汇文楼H3-203,2,36,粤海校区
202120222010647000101,0106470001,“五四”新文化运动研究,彭鹏,人文学院,1-18周 星期五 第1-2节 汇文楼H3-104,2,36,粤海校区
202120222010648000101,0106480001,清史专题,孙晓莹,人文学院,1-18周 星期一 第9-10节 汇文楼H2-303,2,36,粤海校区
202120222010660000101,0106600001,哲学文献,李辰,人文学院,1-18周 星期二 第9-10节 汇文楼H3-404,2,36,粤海校区
202120222010666000101,0106660001,现象学与诠释学,赵东明,人文学院,1-18周 星期四 第7-8节 汇文楼H3-104,2,36,粤海校区
202120222010678000101,0106780001,中国古代的学术与思想,肖荣,人文学院,1-18周 星期一 第11-12节 汇文楼H3-203,2,36,粤海校区
202120222010686000101,0106860001,清代名家诗导读,沈金浩,人文学院,1-18周 星期四 第9-10节 汇文楼H3-204,2,36,粤海校区
202120222010687000101,0106870001,小说名著与中国文化,赵建坤,人文学院,1-18周 星期二 第13-14节 汇文楼H3-201,2,36,粤海校区
202120222010697000101,0106970001,当代西方哲学主流,王帅,人文学院,1-18周 星期二 第9-10节 汇文楼H2-503,2,36,粤海校区
202120222010698000101,0106980001,形而上学,陈星群,人文学院,1-18周 星期二 第1-2节 汇文楼H3-104,2,36,粤海校区
202120222010699000101,0106990001,尼采思想研究,杨茂明,人文学院,1-18周 星期一 第11-12节 汇文楼H3-302,2,36,粤海校区
202120222010700000101,0107000001,数理逻辑,胡浩,人文学院,1-18周 星期三 第9-10节 汇文楼H3-304,2,36,粤海校区
202120222010708000101,0107080001,中华民国史,李兆旭,人文学院,1-18周 星期四 第11-12节 汇文楼H3-303,2,36,粤海校区
202120222010711000101,0107110001,《左传》,梁立勇,人文学院,1-18周 星期四 第3-4节 汇文楼H2-303,2,36,粤海校区
202120222010714000101,0107140001,《礼记》,余树苹,人文学院,1-18周 星期二 第7-8节 汇文楼H2-303,2,36,粤海校区
202120222010715000101,0107150001,《楚辞》,李立,人文学院,1-18周 星期四 第7-8节 汇文楼H2-303,2,36,粤海校区
202120222010717000101,0107170001,《文心雕龙》,杨东林,人文学院,1-18周 星期一 第7-8节 汇文楼H2-303,2,36,粤海校区
202120222010718000101,0107180001,《坛经》,王兴国,人文学院,1-18周 星期三 第3-4节 汇文楼H2-303,2,36,粤海校区
202120222010720000201,0107200002,柏拉图《对话录》,陈星群,人文学院,1-18周 星期二 第9-10节 汇文楼H2-504,2,36,粤海校区
202120222010744000101,0107440001,文史哲学生职业生涯规划,弋灵,人文学院,1-9周 星期五 第3-4节 汇文楼H3-103,1,18,粤海校区
202120222010745000101,0107450001,《资治通鉴》与传统政治文化,周萌,人文学院,"6周,10周,15周 星期日 第7-8节 汇文楼H-03",2,36,粤海校区
202120222010746000101,0107460001,西方文学经典,何志平,人文学院,1-18周 星期三 第11-12节 南101,2,36,丽湖校区
202120222010746000102,0107460001,西方文学经典,王伟均,人文学院,1-18周 星期一 第9-10节 汇文楼H3-103,2,36,粤海校区
202120222010747000101,0107470001,品诗论史,"章必功,陈雅新",人文学院,"6周,10周,15周 星期日 第11-12节 汇文楼H-03",2,36,粤海校区
202120222010749000101,0107490001,港台地区发展史,黄壮钊,人文学院,1-18周 星期二 第9-10节 汇文楼H3-304,2,36,粤海校区
202120222010757000101,0107570001,历史学论文写作,肖荣,人文学院,1-18周 星期一 第7-8节 汇文楼H3-104,2,36,粤海校区
202120222010764000101,0107640001,中国史学史,肖荣,人文学院,1-18周 星期二 第3-5节 汇文楼H3-303,3,54,粤海校区
202120222010766000101,0107660001,世界近现代史（下）,叶亢,人文学院,1-18周 星期二 第7-9节 汇文楼H2-203,3,54,粤海校区
202120222010768000101,0107680001,史学概论,刘砚月,人文学院,1-18周 星期五 第3-5节 汇文楼H3-304,3,54,粤海校区
202120222010768000102,0107680001,史学概论,刘砚月,人文学院,1-18周 星期五 第7-9节 汇文楼H3-103,3,54,粤海校区
202120222010768000103,0107680001,史学概论,张小也,人文学院,1-18周 星期一 第3-5节 汇文楼H3-203,3,54,粤海校区
202120222010768000104,0107680001,史学概论,张小也,人文学院,1-18周 星期三 第3-5节 汇文楼H3-102,3,54,粤海校区
202120222010769000101,0107690001,历史文献学,郭晨晖,人文学院,1-18周 星期五 第3-5节 汇文楼H3-202,3,54,粤海校区
202120222010780000101,0107800001,唐宋词之美,徐晋如,人文学院,1-18周 星期三 第11-12节 汇文楼H3-302,2,36,粤海校区
202120222010781000101,0107810001,《贞观政要》与儒家理想,周萌,人文学院,1-18周 星期五 第7-8节 汇文楼H3-204,2,36,粤海校区
202120222010783000101,0107830001,政治哲学研究,张以明,人文学院,1-18周 星期一 第9-10节 汇文楼H3-102,2,36,粤海校区
202120222011142000101,0111420001,先秦史专题及史料学,郭晨晖,人文学院,1-18周 星期五 第9-10节 汇文楼H3-102,2,36,粤海校区
202120222011154000101,0111540001,王阳明传习录,黎业明,人文学院,1-18周 星期二 第11-12节 汇文楼H3-201,2,36,粤海校区
202120222011158000101,0111580001,史记与古代文明,牛鹏涛,人文学院,"6周,10周,15周 星期日 第9-12节 南410",2,36,丽湖校区
202120222011169000101,0111690001,《昭明文选》,杨东林,人文学院,1-18周 星期三 第7-8节 汇文楼H2-303,2,36,粤海校区
202120222011171000101,0111710001,《汉书》,常彧,人文学院,1-18周 星期三 第7-8节 汇文楼H2-204,2,36,粤海校区
202120222011172000101,0111720001,《杜诗》,刘尊明,人文学院,1-18周 星期二 第9-10节 汇文楼H2-303,2,36,粤海校区
202120222011173000101,0111730001,老子的智慧,臧勇,人文学院,"5周,9周,13周 星期六 第11-12节 汇文楼H-03",2,36,粤海校区
202120222011175000101,0111750001,现代语言学流派,纪瑛琳,人文学院,1-18周 星期三 第7-8节 汇文楼H3-203,2,36,粤海校区
202120222011178000101,0111780001,生命伦理学导论,王帅,人文学院,1-18周 星期四 第11-12节 南304,2,36,丽湖校区
202120222011181000101,0111810001,佛教哲学经典选读,李曈,人文学院,1-18周 星期四 第9-10节 汇文楼H3-103,2,36,粤海校区
202120222011182000101,0111820001,禅的智慧,李曈,人文学院,1-18周 星期四 第11-12节 汇文楼H3-304,2,36,粤海校区
202120222011182000102,0111820001,禅的智慧,李曈,人文学院,1-18周 星期一 第11-12节 南307,2,36,丽湖校区
202120222011183000101,0111830001,看电影，读哲学,余洋,人文学院,"4周,9周,13周 星期日 第11-12节 汇文楼H3-202",2,36,粤海校区
202120222011184000101,0111840001,古琴初级,马骁,人文学院,"1-18周 星期三 第11-11节 国学院古琴室,1-18周 星期三 第12-13节 国学院古琴室",3,54,粤海校区
202120222011185000101,0111850001,古琴进阶,马骁,人文学院,"1-18周 星期四 第11-11节 国学院古琴室,1-18周 星期四 第12-13节 国学院古琴室",3,54,粤海校区
202120222011188000101,0111880001,哲学典故与哲理,王帅,人文学院,1-18周 星期三 11-12节 汇文楼H2-404,2,36,粤海校区
202120222011188000102,0111880001,哲学典故与哲理,王帅,人文学院,1-18周 星期一 11-12节 南410,2,36,丽湖校区
202120222011189000101,0111890001,中国哲学名著导读,李辰,人文学院,1-18周 星期三 第13-14节 汇文楼H3-201,2,36,粤海校区
202120222011193000101,0111930001,中国近现代史（下）,彭鹏,人文学院,1-18周 星期五 第3-5节 汇文楼H3-303,3,54,粤海校区
202120222011195000101,0111950001,世界古代史（下）,蔡伟杰,人文学院,1-18周 星期三 第7-9节 汇文楼H3-401,3,54,粤海校区
202120222011197000101,0111970001,批判性思维,陈星群,人文学院,1-18周 星期二 第11-12节 汇文楼H3-204,2,36,粤海校区
202120222011201000101,0112010001,中国哲学经典选读,冯骏豪,人文学院,1-18周 星期四 第11-12节 汇文楼H3-204,2,36,粤海校区
202120222011201000102,0112010001,中国哲学经典选读,王顺然,人文学院,1-18周 星期二 9-10节 南408,2,36,丽湖校区
202120222011203000101,0112030001,古文字学导论,牛鹏涛,人文学院,"15周 星期日 第7-8节 南410,6周,10周,15周 星期日 第13-14节 南410",3,54,丽湖校区
202120222041185000101,0411850001,现代心理学与传统心学,苏磊,人文学院,1-18周 星期四 第11-12节 汇文楼H3-202,2,36,粤海校区
202120222041207000101,0412070001,幸福论,陈雅文,人文学院,1-18周 星期三 第11-12节 汇文楼H3-303,2,36,粤海校区
202120222041209000101,0412090001,魏晋玄学,周磊,人文学院,1-18周 星期三 第11-12节 汇文楼H3-204,2,36,粤海校区
202120222041210000101,0412100001,中西戏剧赏析入门,陈雅新,人文学院,1-18周 星期二 第11-12节 汇文楼H3-202,2,36,粤海校区
202120222041210000102,0412100001,中西戏剧赏析入门,陈雅新,人文学院,1-18周 星期二 第13-14节 汇文楼H3-202,2,36,粤海校区
202120222990050000201,9900500002,《庄子》精讲,臧勇,人文学院,"5周,9周,13周 星期日 第11-12节 汇文楼H-03",2,36,粤海校区
202120222990051000201,9900510002,春秋今见,周萌,人文学院,"6周,10周,15周 星期日 第9-10节 汇文楼H-03",2,36,粤海校区
202120222990100000101,9901000001,西方文明概论,邵铁峰,人文学院,"5周,10周,15周 星期日 第7-8节 汇文楼H3-204",2,36,粤海校区
202120222990107000101,9901070001,天地大儒王船山,王立新,人文学院,"14周,16-17周 星期六 第9-10节 汇文楼H-03",2,36,粤海校区
202120222990108000101,9901080001,品读聊斋,左江,人文学院,"5周,9周,13周 星期日 第11-12节 汇文楼H3-201",2,36,粤海校区
202120222020006000101,0200060001,保险学,徐文芳,经济学院,1-18周 星期四 第7-9节 南408,3,54,丽湖校区
202120222020006000102,0200060001,保险学,谢圣远,经济学院,1-18周 星期四 第7-9节 南401,3,54,丽湖校区
202120222020006000103,0200060001,保险学,徐文芳,经济学院,1-18周 星期四 第3-5节 南101,3,54,丽湖校区
202120222020006000104,0200060001,保险学,徐文芳,经济学院,1-18周 星期二 第3-5节 南209,3,54,丽湖校区
202120222020006000105,0200060001,保险学,王晓玲,经济学院,,3,54,丽湖校区
202120222020006000106,0200060001,保险学,王晓玲,经济学院,1-18周 星期四 7-9节 南302,3,54,丽湖校区
05S01202120222020006000105,0200060001,保险学,王晓玲,经济学院,1-18周 星期三 第3-5节 西202,3,54,丽湖校区
05S02202120222020006000105,0200060001,保险学,王晓玲,经济学院,1-18周 星期三 第3-5节 汇文楼H5-203,3,54,粤海校区
202120222020023000201,0200230002,财务会计学（英文版）,李俏,经济学院,1-18周 星期一 第7-8节 南210,2,36,丽湖校区
202120222020023000202,0200230002,财务会计学（英文版）,李俏,经济学院,1-18周 星期一 第9-10节 南210,2,36,丽湖校区
202120222020025000201,0200250002,财政学,陈建华,经济学院,1-18周 星期一 第9-10节 南410,2,36,丽湖校区
202120222020025000202,0200250002,财政学,肖洁,经济学院,1-18周 星期二 第7-8节 南307,2,36,丽湖校区
202120222020025000203,0200250002,财政学,陈志刚,经济学院,1-18周 星期一 第3-4节 南411,2,36,丽湖校区
202120222020025000204,0200250002,财政学,徐进,经济学院,1-18周 星期二 第7-8节 南301,2,36,丽湖校区
202120222020029000101,0200290001,产业经济学,段杰,经济学院,1-18周 星期二 第7-9节 南404,3,54,丽湖校区
202120222020035000101,0200350001,电子商务,聂伟,经济学院,1-18周 星期五 第1-2节 南104,2,36,丽湖校区
202120222020035000301,0200350003,跨境电子商务,王强,经济学院,"1-18周 星期一 第1-2节 南304,1-18周 星期一 第11-12节 北106",3,72,丽湖校区
202120222020035000302,0200350003,跨境电子商务,王强,经济学院,"1-18周 星期一 第3-4节 南101,1-18周 星期一 第13-14节 北106",3,72,丽湖校区
202120222020037000101,0200370001,发展经济学,赵文军,经济学院,1-18周 星期二 第7-9节 南310,3,54,丽湖校区
202120222020037000102,0200370001,发展经济学,赵文军,经济学院,1-18周 星期一 第7-9节 南302,3,54,丽湖校区
202120222020037000103,0200370001,发展经济学,吴遵杰,经济学院,1-18周 星期二 第3-5节 南412,3,54,丽湖校区
202120222020037000104,0200370001,发展经济学,吴遵杰,经济学院,1-18周 星期三 第3-5节 西402,3,54,丽湖校区
202120222020037000105,0200370001,发展经济学,赖勉珊,经济学院,1-18周 星期三 第3-5节 南405,3,54,丽湖校区
202120222020042000101,0200420001,风险管理原理,吴洪,经济学院,1-18周 星期二 第1-2节 南407,2,36,丽湖校区
202120222020042000102,0200420001,风险管理原理,吴洪,经济学院,,2,36,丽湖校区
202120222020042000103,0200420001,风险管理原理,吴洪,经济学院,1-18周 星期三 第1-2节 南101,2,36,丽湖校区
202120222020042000104,0200420001,风险管理原理,陈静,经济学院,1-12周 星期四 第3-5节 南308,2,36,丽湖校区
202120222020042000105,0200420001,风险管理原理,陈静,经济学院,1-18周 星期二 第7-8节 南210,2,36,丽湖校区
202120222020042000106,0200420001,风险管理原理,陈静,经济学院,1-18周 星期二 第3-4节 南310,2,36,丽湖校区
02S01202120222020042000102,0200420001,风险管理原理,吴洪,经济学院,1-18周 星期二 第3-4节 西204,2,36,丽湖校区
